category,series_name,tile_type,color,surface,size_cm,size_inches,sku_code,application,suitable_for,unnamed:_10,embedding_text,page_number,image_path
Stone,K2 Stone,Porcelain Tiles,Black,Matt,60x120,"23.62""x47.24""",A12GKSON-BLK.A6X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Black color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_BLACK.jpeg
Stone,K2 Stone,Porcelain Tiles,Brown,Matt,60x120,"23.62""x47.24""",A12GKSON-BRN.A6X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Brown color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_BROWN.jpeg
Stone,K2 Stone,Porcelain Tiles,Grey,Matt,60x120,"23.62""x47.24""",A12GKSON-GRY.A6X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_GREY.jpeg
Stone,K2 Stone,Porcelain Tiles,Light Beige,Matt,60x120,"23.62""x47.24""",A12GKSON-LBE.A6X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Beige color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_LIGHT_BEIGE.jpeg
Stone,K2 Stone,Porcelain Tiles,Light Grey,Matt,60x120,"23.62""x47.24""",A12GKSON-LIG.A6X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_LIGHT_GREY.jpeg
Stone,K2 Stone,Porcelain Tiles,White,Matt,60x120,"23.62""x47.24""",A12GKSON-WHE.A6X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in White color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_WHITE.jpeg
Stone,K2 Stone,Porcelain Tiles,Beige,Matt,60x60,"23.62""x23.62""",A06GKSON-BEE.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Beige color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_BEIGE.jpeg
Stone,K2 Stone,Porcelain Tiles,Black,Matt,60x60,"23.62""x23.62""",A06GKSON-BLK.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Black color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_BLACK.jpeg
Stone,K2 Stone,Porcelain Tiles,Brown,Matt,60x60,"23.62""x23.62""",A06GKSON-BRN.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Brown color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_BROWN.jpeg
Stone,K2 Stone,Porcelain Tiles,Grey,Matt,60x60,"23.62""x23.62""",A06GKSON-GRY.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_GREY.jpeg
Stone,K2 Stone,Porcelain Tiles,Light Beige,Matt,60x60,"23.62""x23.62""",A06GKSON-LBE.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Beige color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_LIGHT_BEIGE.jpeg
Stone,K2 Stone,Porcelain Tiles,Light Grey,Matt,60x60,"23.62""x23.62""",A06GKSON-LIG.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_LIGHT_GREY.jpeg
Stone,K2 Stone,Porcelain Tiles,White,Matt,60x60,"23.62""x23.62""",A06GKSON-WHE.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in White color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_WHITE.jpeg
Stone,K2 Stone,Porcelain Tiles,Beige,Matt,30x60,"11.81""x23.62""",A09GKSON-BEE.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Beige color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_BEIGE.jpeg
Stone,K2 Stone,Porcelain Tiles,Black,Matt,30x60,"11.81""x23.62""",A09GKSON-BLK.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Black color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_BLACK.jpeg
Stone,K2 Stone,Porcelain Tiles,Brown,Matt,30x60,"11.81""x23.62""",A09GKSON-BRN.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Brown color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_BROWN.jpeg
Stone,K2 Stone,Porcelain Tiles,Grey,Matt,30x60,"11.81""x23.62""",A09GKSON-GRY.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Grey color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_GREY.jpeg
Stone,K2 Stone,Porcelain Tiles,Light Beige,Matt,30x60,"11.81""x23.62""",A09GKSON-LBE.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Beige color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_LIGHT_BEIGE.jpeg
Stone,K2 Stone,Porcelain Tiles,Light Grey,Matt,30x60,"11.81""x23.62""",A09GKSON-LIG.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Grey color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_LIGHT_GREY.jpeg
Stone,K2 Stone,Porcelain Tiles,White,Matt,30x60,"11.81""x23.62""",A09GKSON-WHE.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in White color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",24,./extracted_images/K2_STONE_WHITE.jpeg
Stone,Lapideus Stone,Full Body Porcelain Tiles,Beige,Matt,60x120,"23.62""x47.24""",A12GLPSE-BEE.M6X5R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Beige color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",25,./extracted_images/LAPIDEUS_STONE_BEIGE.jpeg
Stone,Lapideus Stone,Full Body Porcelain Tiles,Black,Matt,60x120,"23.62""x47.24""",A12GLPSE-BLK.M6X5R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Black color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",25,./extracted_images/LAPIDEUS_STONE_BLACK.jpeg
Stone,Lapideus Stone,Full Body Porcelain Tiles,Dark Grey,Matt,60x120,"23.62""x47.24""",A12GLPSE-DKG.M6X5R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Dark Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",25,./extracted_images/LAPIDEUS_STONE_SLATE_GREY.jpeg
Stone,Lapideus Stone,Full Body Porcelain Tiles,Original,Matt,60x120,"23.62""x47.24""",A12GLPSE-OGL.M6X5R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Original color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",25,./extracted_images/LAPIDEUS_STONE_ORIGINAL.jpeg
Stone,Lapideus Stone,Full Body Porcelain Tiles,Pece,Matt,60x120,"23.62""x47.24""",A12GLPSE-PEC.M6X5R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Pece color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",25,./extracted_images/LAPIDEUS_STONE_BEIGE.jpeg
Stone,Lapideus Stone,Full Body Porcelain Tiles,Slate Grey,Matt,60x120,"23.62""x47.24""",A12GLPSE-SLA.M6X5R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Slate Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",25,./extracted_images/LAPIDEUS_STONE_SLATE_GREY.jpeg
Stone,Lapideus Stone,Full Body Porcelain Tiles,White,Matt,60x120,"23.62""x47.24""",A12GLPSE-WHE.M6X5R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in White color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",25,./extracted_images/LAPIDEUS_STONE_WHITE.jpeg
Stone,Lapideus Stone,Full Body Porcelain Tiles,Beige,Matt,60x60,"23.62""x23.62""",A06GLPSE-BEE.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Beige color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",25,./extracted_images/LAPIDEUS_STONE_BEIGE.jpeg
Stone,Lapideus Stone,Full Body Porcelain Tiles,Black,Matt,60x60,"23.62""x23.62""",A06GLPSE-BLK.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Black color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",25,./extracted_images/LAPIDEUS_STONE_BLACK.jpeg
Stone,Lapideus Stone,Full Body Porcelain Tiles,Dark Grey,Matt,60x60,"23.62""x23.62""",A06GLPSE-DKG.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Dark Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",25,./extracted_images/LAPIDEUS_STONE_SLATE_GREY.jpeg
Stone,Lapideus Stone,Full Body Porcelain Tiles,Original,Matt,60x60,"23.62""x23.62""",A06GLPSE-OGL.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Original color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",25,./extracted_images/LAPIDEUS_STONE_ORIGINAL.jpeg
Stone,Lapideus Stone,Full Body Porcelain Tiles,Pece,Matt,60x60,"23.62""x23.62""",A06GLPSE-PEC.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Pece color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",25,./extracted_images/LAPIDEUS_STONE_BEIGE.jpeg
Stone,Lapideus Stone,Full Body Porcelain Tiles,Slate Grey,Matt,60x60,"23.62""x23.62""",A06GLPSE-SLA.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Slate Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",25,./extracted_images/LAPIDEUS_STONE_SLATE_GREY.jpeg
Stone,Lapideus Stone,Full Body Porcelain Tiles,White,Matt,60x60,"23.62""x23.62""",A06GLPSE-WHE.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in White color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",25,./extracted_images/LAPIDEUS_STONE_WHITE.jpeg
Stone,Milano Stone,Porcelain Tiles,Beige,Matt,120x120,"47.24""x47.24""",A22GMLST-BEE.M0X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Beige color with a Matt finish, size 120x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",25,./extracted_images/MILANO_STONE_BEIGE.jpeg
Stone,Milano Stone,Porcelain Tiles,Grey,Matt,120x120,"47.24""x47.24""",A22GMLST-GRY.M0X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Grey color with a Matt finish, size 120x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",25,./extracted_images/MILANO_STONE_GREY.jpeg
Stone,Milano Stone,Porcelain Tiles,White,Matt,120x120,"47.24""x47.24""",A22GMLST-WHE.M0X5R,Wall/Floor,Domestic,,"series Porcelain Tiles in White color with a Matt finish, size 120x120 cm, suitable for wall/floor applications in domestic spaces.",25,./extracted_images/MILANO_STONE_WHITE.jpeg
Stone,New Travertino,Porcelain Tiles,Grey,Polished,60x120,"23.62""x47.24""",A12GZNTV-GRY.N0X5P,Wall/Floor,Domestic,,"series Porcelain Tiles in Grey color with a Polished finish, size 60x120 cm, suitable for wall/floor applications in domestic spaces.",26,./extracted_images/NEW_TRAVERTINO_GREY.png
Stone,New Travertino,Porcelain Tiles,Ivory,Polished,60x120,"23.62""x47.24""",A12GZNTV-IVO.N0X5P,Wall/Floor,Domestic,,"series Porcelain Tiles in Ivory color with a Polished finish, size 60x120 cm, suitable for wall/floor applications in domestic spaces.",26,./extracted_images/NEW_TRAVERTINO_IVORY.jpeg
Stone,New Travertino,Porcelain Tiles,Grey,Polished,120x120,"47.24""x47.24""",A22GZNTV-GRY.N0X5P,Wall/Floor,Domestic,,"series Porcelain Tiles in Grey color with a Polished finish, size 120x120 cm, suitable for wall/floor applications in domestic spaces.",26,./extracted_images/NEW_TRAVERTINO_GREY.png
Stone,New Travertino,Porcelain Tiles,Ivory,Polished,120x120,"47.24""x47.24""",A22GZNTV-IVO.N0X5P,Wall/Floor,Domestic,,"series Porcelain Tiles in Ivory color with a Polished finish, size 120x120 cm, suitable for wall/floor applications in domestic spaces.",26,./extracted_images/NEW_TRAVERTINO_IVORY.jpeg
Stone,Shine Stone,Porcelain Tiles,Beige,Matt,60x60,"23.62""x23.62""",A06GZSHS-BE0.M2R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Beige color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",26,./extracted_images/SHINE_STONE_BEIGE.jpeg
Stone,Shine Stone,Porcelain Tiles,Brown,Matt,60x60,"23.62""x23.62""",A06GZSHS-BR0.M2R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Brown color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",26,./extracted_images/SHINE_STONE_BROWN.jpeg
Stone,Shine Stone,Porcelain Tiles,Dark Grey,Matt,60x60,"23.62""x23.62""",A06GZSHS-DGY.M2R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Dark Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",26,./extracted_images/SHINE_STONE_DARK_GREY.jpeg
Stone,Shine Stone,Porcelain Tiles,Grey,Matt,60x60,"23.62""x23.62""",A06GZSHS-GY0.M2R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",26,./extracted_images/FASHION_STONE_GREY.jpeg
Stone,Shine Stone,Porcelain Tiles,Ivory,Matt,60x60,"23.62""x23.62""",A06GZSHS-IV0.M2R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Ivory color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",26,./extracted_images/SHINE_STONE_IVORY.jpeg
Stone,Shine Stone,Porcelain Tiles,White,Matt,60x60,"23.62""x23.62""",A06GZSHS-WH0.M2R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in White color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",26,./extracted_images/STEN_STONE_WHITE.jpeg
Stone,Shine Stone,Porcelain Tiles,Beige,Matt,30x60,"11.81""x23.62""",AGB09ZSHSBEEZMLNLR,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Beige color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",26,./extracted_images/SHINE_STONE_BEIGE.jpeg
Stone,Shine Stone,Porcelain Tiles,Brown,Matt,30x60,"11.81""x23.62""",AGB09ZSHSBRNZMLNLR,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Brown color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",26,./extracted_images/SHINE_STONE_BROWN.jpeg
Stone,Shine Stone,Porcelain Tiles,Dark Grey,Matt,30x60,"11.81""x23.62""",AGB09ZSHSDKGZMLNLR,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Dark Grey color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",26,./extracted_images/SHINE_STONE_DARK_GREY.jpeg
Stone,Shine Stone,Porcelain Tiles,Grey,Matt,30x60,"11.81""x23.62""",AGB09ZSHSGRYZMLNLR,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Grey color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",26,./extracted_images/FASHION_STONE_GREY.jpeg
Stone,Shine Stone,Porcelain Tiles,Ivory,Matt,30x60,"11.81""x23.62""",AGB09ZSHSIVOZMLNLR,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Ivory color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",26,./extracted_images/SHINE_STONE_IVORY.jpeg
Stone,Shine Stone,Porcelain Tiles,White,Matt,30x60,"11.81""x23.62""",AGB09ZSHSWHEZMLNLR,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in White color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",26,./extracted_images/STEN_STONE_WHITE.jpeg
Stone,Silver Stone,Full Body Porcelain Tiles,Beige,Matt,60x120,"23.62""x47.24""",A12GSRSE-BEE.A6X5R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Beige color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/SHINE_STONE_BEIGE.jpeg
Stone,Silver Stone,Full Body Porcelain Tiles,Black,Matt,60x120,"23.62""x47.24""",A12GSRSE-BLK.A6X5R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Black color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/SILVER_STONE_BLACK.jpeg
Stone,Silver Stone,Full Body Porcelain Tiles,Clay,Matt,60x120,"23.62""x47.24""",A12GSRSE-CLA.A6X5R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Clay color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/SILVER_STONE_BLACK.jpeg
Stone,Silver Stone,Full Body Porcelain Tiles,Grey,Matt,60x120,"23.62""x47.24""",A12GSRSE-GRY.A6X5R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/MILANO_STONE_GREY.jpeg
Stone,Silver Stone,Full Body Porcelain Tiles,Ivory,Matt,60x120,"23.62""x47.24""",A12GSRSE-IVO.A6X5R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Ivory color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/SHINE_STONE_IVORY.jpeg
Stone,Silver Stone,Full Body Porcelain Tiles,White,Matt,60x120,"23.62""x47.24""",A12GSRSE-WHE.A6X5R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in White color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/STEN_STONE_WHITE.jpeg
Stone,Silver Stone,Full Body Porcelain Tiles,Beige,Matt,60x60,"23.62""x23.62""",A06GSRSE-BEE.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Beige color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/SHINE_STONE_BEIGE.jpeg
Stone,Silver Stone,Full Body Porcelain Tiles,Black,Matt,60x60,"23.62""x23.62""",A06GSRSE-BLK.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Black color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/SILVER_STONE_BLACK.jpeg
Stone,Silver Stone,Full Body Porcelain Tiles,Clay,Matt,60x60,"23.62""x23.62""",A06GSRSE-CLA.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Clay color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/SILVER_STONE_BLACK.jpeg
Stone,Silver Stone,Full Body Porcelain Tiles,Grey,Matt,60x60,"23.62""x23.62""",A06GSRSE-GRY.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/MILANO_STONE_GREY.jpeg
Stone,Silver Stone,Full Body Porcelain Tiles,Ivory,Matt,60x60,"23.62""x23.62""",A06GSRSE-IVO.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Ivory color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/SHINE_STONE_IVORY.jpeg
Stone,Silver Stone,Full Body Porcelain Tiles,White,Matt,60x60,"23.62""x23.62""",A06GSRSE-WHE.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in White color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/STEN_STONE_WHITE.jpeg
Stone,Silver Stone,Full Body Porcelain Tiles,Beige,Matt,30x60,"11.81""x23.62""",A09GSRSE#BEE.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Beige color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/SHINE_STONE_BEIGE.jpeg
Stone,Silver Stone,Full Body Porcelain Tiles,Black,Matt,30x60,"11.81""x23.62""",A09GSRSE#BLK.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Black color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/SILVER_STONE_BLACK.jpeg
Stone,Silver Stone,Full Body Porcelain Tiles,Clay,Matt,30x60,"11.81""x23.62""",A09GSRSE#CLA.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Clay color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/SILVER_STONE_BLACK.jpeg
Stone,Silver Stone,Full Body Porcelain Tiles,Grey,Matt,30x60,"11.81""x23.62""",A09GSRSE#GRY.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Grey color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/MILANO_STONE_GREY.jpeg
Stone,Silver Stone,Full Body Porcelain Tiles,Ivory,Matt,30x60,"11.81""x23.62""",A09GSRSE#IVO.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Ivory color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/SHINE_STONE_IVORY.jpeg
Stone,Silver Stone,Full Body Porcelain Tiles,White,Matt,30x60,"11.81""x23.62""",A09GSRSE#WHE.A6X0R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in White color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/STEN_STONE_WHITE.jpeg
Stone,Stark Stone,Porcelain Tiles,Off White,Matt,120x120,"47.24""x47.24""",A22GSRKS-OWH.M0X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Off White color with a Matt finish, size 120x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/STARK_STONE_OFF_WHITE.jpeg
Stone,Stark Stone,Porcelain Tiles,Off White,Matt,60x120,"23.62""x47.24""",A12GSRKS-OWH.M0X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Off White color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/STARK_STONE_OFF_WHITE.jpeg
Stone,Stark Stone,Porcelain Tiles,Off White,Matt,60x60,"23.62""x23.62""",A06GSRKS-OWH.A0X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Off White color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/STARK_STONE_OFF_WHITE.jpeg
Stone,Steam Stone,Porcelain Tiles,White,Matt,120x120,"47.24""x47.24""",A22GSTME-WHE.M0X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in White color with a Matt finish, size 120x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",27,./extracted_images/STEAM_STONE_WHITE.jpeg
Stone,Stelvio,Porcelain Tiles,Beige,Matt,80x80,"31.49""x31.49""",A05GSTVI-BEE.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Beige color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",28,./extracted_images/STELVIO_BEIGE.jpeg
Stone,Stelvio,Porcelain Tiles,Grey,Matt,80x80,"31.49""x31.49""",A05GSTVI-GRY.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Grey color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",28,./extracted_images/STELVIO_GREY.jpeg
Stone,Stelvio,Porcelain Tiles,Ivory,Matt,80x80,"31.49""x31.49""",A05GSTVI-IVO.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Ivory color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",28,./extracted_images/STELVIO_IVORY.jpeg
Stone,Stelvio,Porcelain Tiles,Beige,Matt,60x120,"23.62""x47.24""",A12GSTVI-BEE.M6X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Beige color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",28,./extracted_images/STELVIO_BEIGE.jpeg
Stone,Stelvio,Porcelain Tiles,Grey,Matt,60x120,"23.62""x47.24""",A12GSTVI-GRY.M6X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",28,./extracted_images/STELVIO_GREY.jpeg
