category,series_name,tile_type,color,surface,size_cm,size_inches,sku_code,application,suitable_for,unnamed:_10,embedding_text,page_number,image_path
Concrete,Basic Concrete,Porcelain Tiles,Beige,Matt,80x80,"31.49""x31.49""",A05GZBSC-BEE.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Beige color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",1,./extracted_images/BASIC_CONCRETE_BEIGE.jpeg
Concrete,Basic Concrete,Porcelain Tiles,Beige,Matt,60x60,"23.62""x23.62""",A06GZBSC-BE0.M2R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Beige color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",1,./extracted_images/BASIC_CONCRETE_BEIGE.jpeg
Concrete,Basic Concrete,Porcelain Tiles,Beige,Matt,60x60,"23.62""x23.62""",A06GBCCS-BEE.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Beige color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",1,./extracted_images/BASIC_CONCRETE_BEIGE.jpeg
Concrete,Basic Concrete,Porcelain Tiles,Grey,Matt,80x80,"31.49""x31.49""",A05GZBSC-GRY.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Grey color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",1,./extracted_images/BASIC_CONCRETE_GREY.jpeg
Concrete,Basic Concrete,Porcelain Tiles,Grey,Matt,60x60,"23.62""x23.62""",A06GZBSC-GY0.M2R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",1,./extracted_images/BASIC_CONCRETE_GREY.jpeg
Concrete,Basic Concrete,Porcelain Tiles,Grey,Matt,60x60,"23.62""x23.62""",A06GBCCS-GRY.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",1,./extracted_images/BASIC_CONCRETE_GREY.jpeg
Concrete,Basic Concrete,Porcelain Tiles,Dark Grey,Matt,120x120,"47.24""x47.24""",A22GZBSC-DKG.M0X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Dark Grey color with a Matt finish, size 120x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",1,./extracted_images/BASIC_CONCRETE_DARK_GREY.jpeg
Concrete,Basic Concrete,Porcelain Tiles,Dark Grey,Matt,80x80,"31.49""x31.49""",A05GZBSC-DKG.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Dark Grey color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",1,./extracted_images/BASIC_CONCRETE_DARK_GREY.jpeg
Concrete,Basic Concrete,Porcelain Tiles,Dark Grey,Matt,60x60,"23.62""x23.62""",A06GZBSC-DGY.M2R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Dark Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",1,./extracted_images/BASIC_CONCRETE_DARK_GREY.jpeg
Concrete,Basic Concrete,Porcelain Tiles,Dark Grey,Matt,60x60,"23.62""x23.62""",A06GBCCS-DKG.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Dark Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",1,./extracted_images/BASIC_CONCRETE_DARK_GREY.jpeg
Concrete,Basic Concrete,Porcelain Tiles,Dark Beige,Matt,60x60,"23.62""x23.62""",A06GZBSC-DBE.M2R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Dark Beige color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",1,./extracted_images/BASIC_CONCRETE_DARK_BEIGE.jpeg
Concrete,Astra Concrete,Porcelain Tiles,Ivory,Matt,80x80,"31.49""x31.49""",A05GATRA-IVO.M0X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Ivory color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",1,./extracted_images/ASTRA_CONCRETE_IVORY.jpeg
Concrete,Bristol,Porcelain Tiles,Ivory,Matt,80x80,"31.49""x31.49""",A05GBRST-IVO.M0X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Ivory color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",1,./extracted_images/BRISTOL_IVORY.jpeg
Concrete,Design Concrete,Porcelain Tiles,Ivory,Matt,60x120,"23.62""x47.24""",A12GZDCC-IV0.M2S5R,Wall/Floor,Domestic/Light Commercial,Signature Collection,"series Porcelain Tiles in Ivory color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/DESIGN_CONCRETE_IVORY.jpeg
Concrete,Design Concrete,Porcelain Tiles,Ivory,Matt,60x60,"23.62""x23.62""",A06GZDCC-IV0.M2R,Wall/Floor,Domestic/Light Commercial,Signature Collection,"series Porcelain Tiles in Ivory color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/DESIGN_CONCRETE_IVORY.jpeg
Concrete,Design Concrete,Porcelain Tiles,Ivory,Matt,30x60,"11.81""x23.62""",A09GZDCC-IV0.M2R,Wall/Floor,Domestic/Light Commercial,Signature Collection,"series Porcelain Tiles in Ivory color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/DESIGN_CONCRETE_IVORY.jpeg
Concrete,Design Concrete,Porcelain Tiles,Light Grey,Matt,60x120,"23.62""x47.24""",A12GZDCC-LGY.M2S5R,Wall/Floor,Domestic/Light Commercial,Signature Collection,"series Porcelain Tiles in Light Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/DESIGN_CONCRETE_LIGHT_GREY.jpeg
Concrete,Design Concrete,Porcelain Tiles,Light Grey,Matt,60x60,"23.62""x23.62""",A06GZDCC-LGY.M2R,Wall/Floor,Domestic/Light Commercial,Signature Collection,"series Porcelain Tiles in Light Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/DESIGN_CONCRETE_LIGHT_GREY.jpeg
Concrete,Design Concrete,Porcelain Tiles,Light Grey,Matt,30x60,"11.81""x23.62""",A09GZDCC-LGY.M2R,Wall/Floor,Domestic/Light Commercial,Signature Collection,"series Porcelain Tiles in Light Grey color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/DESIGN_CONCRETE_LIGHT_GREY.jpeg
Concrete,Design Concrete,Porcelain Tiles,Grey,Matt,60x120,"23.62""x47.24""",A12GZDCC-GY0.M2S5R,Wall/Floor,Domestic/Light Commercial,Signature Collection,"series Porcelain Tiles in Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/DESIGN_CONCRETE_DARK_GREY.png
Concrete,Design Concrete,Porcelain Tiles,Grey,Matt,60x60,"23.62""x23.62""",A06GZDCC-GY0.M2R,Wall/Floor,Domestic/Light Commercial,Signature Collection,"series Porcelain Tiles in Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/DESIGN_CONCRETE_DARK_GREY.png
Concrete,Design Concrete,Porcelain Tiles,Grey,Matt,30x60,"11.81""x23.62""",A09GZDCC-GY0.M2R,Wall/Floor,Domestic/Light Commercial,Signature Collection,"series Porcelain Tiles in Grey color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/DESIGN_CONCRETE_DARK_GREY.png
Concrete,Design Concrete,Porcelain Tiles,Sand,Matt,60x120,"23.62""x47.24""",A12GZDCC-SN0.M2S5R,Wall/Floor,Domestic/Light Commercial,Signature Collection,"series Porcelain Tiles in Sand color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/DESIGN_CONCRETE_IVORY.jpeg
Concrete,Design Concrete,Porcelain Tiles,Sand,Matt,60x60,"23.62""x23.62""",A06GZDCC-SN0.M2R,Wall/Floor,Domestic/Light Commercial,Signature Collection,"series Porcelain Tiles in Sand color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/DESIGN_CONCRETE_IVORY.jpeg
Concrete,Design Concrete,Porcelain Tiles,Sand,Matt,30x60,"11.81""x23.62""",A09GZDCC-SN0.M2R,Wall/Floor,Domestic/Light Commercial,Signature Collection,"series Porcelain Tiles in Sand color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/DESIGN_CONCRETE_IVORY.jpeg
Concrete,Design Concrete,Porcelain Tiles,White,Matt,60x120,"23.62""x47.24""",A12GZDCC-WH0.M2S5R,Wall/Floor,Domestic/Light Commercial,Signature Collection,"series Porcelain Tiles in White color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/DESIGN_CONCRETE_IVORY.jpeg
Concrete,Design Concrete,Porcelain Tiles,White,Matt,60x60,"23.62""x23.62""",A06GZDCC-WH0.M2R,Wall/Floor,Domestic/Light Commercial,Signature Collection,"series Porcelain Tiles in White color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/DESIGN_CONCRETE_IVORY.jpeg
Concrete,Design Concrete,Porcelain Tiles,White,Matt,30x60,"11.81""x23.62""",A09GZDCC-WH0.M2R,Wall/Floor,Domestic/Light Commercial,Signature Collection,"series Porcelain Tiles in White color with a Matt finish, size 30x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/DESIGN_CONCRETE_IVORY.jpeg
Concrete,Lava Concrete,Full Body Porcelain Tiles,Beige,Matt,60x120,"23.62""x47.24""",A2B12LVCRBEEMMLS5R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Beige color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/LAVA_CONCRETE_BEIGE.jpeg
Concrete,Lava Concrete,Full Body Porcelain Tiles,Beige,Matt,60x60,"23.62""x23.62""",A2B06LVCRBEEMMLNLR,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Beige color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/LAVA_CONCRETE_BEIGE.jpeg
Concrete,Lava Concrete,Full Body Porcelain Tiles,Light Grey,Matt,60x120,"23.62""x47.24""",A2B12LVCRLIGMMLS5R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Light Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/LAVA_CONCRETE_LIGHT_GREY.jpeg
Concrete,Lava Concrete,Full Body Porcelain Tiles,Light Grey,Matt,60x60,"23.62""x23.62""",A2B06LVCRLIGMMLNLR,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Light Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/LAVA_CONCRETE_LIGHT_GREY.jpeg
Concrete,Lava Concrete,Full Body Porcelain Tiles,Dark Grey,Matt,60x120,"23.62""x47.24""",A2B12LVCRDKGMMLS5R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Dark Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/LAVA_CONCRETE_DARK_GREY.jpeg
Concrete,Lava Concrete,Full Body Porcelain Tiles,Dark Grey,Matt,60x60,"23.62""x23.62""",A2B06LVCRDKGMMLNLR,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in Dark Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/LAVA_CONCRETE_DARK_GREY.jpeg
Concrete,Lava Concrete,Full Body Porcelain Tiles,White,Matt,60x120,"23.62""x47.24""",A2B12LVCRWHEMMLS5R,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in White color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/LAVA_CONCRETE_BEIGE.jpeg
Concrete,Lava Concrete,Full Body Porcelain Tiles,White,Matt,60x60,"23.62""x23.62""",A2B06LVCRWHEMMLNLR,Wall/Floor,Domestic/Light Commercial,,"series Full Body Porcelain Tiles in White color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",2,./extracted_images/LAVA_CONCRETE_BEIGE.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Silver Grey,Matt,120x120,"47.24""x47.24""",A22GLFTC-IVO.M0X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Silver Grey color with a Matt finish, size 120x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LOFT_CONCRETE_SILVER_GREY.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Dark Grey,Matt,120x120,"47.24""x47.24""",A22GLFTC-DKG.M0X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Dark Grey color with a Matt finish, size 120x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LAVA_CONCRETE_DARK_GREY.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Silver Grey,Matt,80x80,"31.49""x31.49""",A05GLFTC-SIR.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Silver Grey color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LOFT_CONCRETE_SILVER_GREY.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Ivory,Matt,80x80,"31.49""x31.49""",A05GLFTC-IVO.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Ivory color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LOFT_CONCRETE_IVORY.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Light Beige,Matt,80x80,"31.49""x31.49""",A05GLFTC-LBE.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Beige color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LOFT_CONCRETE_LIGHT_BEIGE.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Dark Grey,Matt,80x80,"31.49""x31.49""",A05GLFTC-DKG.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Dark Grey color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LAVA_CONCRETE_DARK_GREY.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Warm Grey,Matt,80x80,"31.49""x31.49""",A05GLFTC-WGY.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Warm Grey color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LOFT_CONCRETE_SILVER_GREY.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Greige,Matt,80x80,"31.49""x31.49""",A05GLFTC-GRG.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Greige color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LOFT_CONCRETE_GREIGE.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Silver Grey,Matt,60x120,"23.62""x47.24""",A12GLFTC-SIR.M6X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Silver Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LOFT_CONCRETE_SILVER_GREY.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Ivory,Matt,60x120,"23.62""x47.24""",A12GLFTC-IVO.M6X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Ivory color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LOFT_CONCRETE_IVORY.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Light Beige,Matt,60x120,"23.62""x47.24""",A12GLFTC-LBE.M6X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Beige color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LOFT_CONCRETE_LIGHT_BEIGE.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Dark Grey,Matt,60x120,"23.62""x47.24""",A12GLFTC-DKG.M6X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Dark Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LAVA_CONCRETE_DARK_GREY.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Warm Grey,Matt,60x120,"23.62""x47.24""",A12GLFTC-WGY.M6X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Warm Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LOFT_CONCRETE_SILVER_GREY.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Greige,Matt,60x120,"23.62""x47.24""",A12GLFTC-GRG.M6X5R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Greige color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LOFT_CONCRETE_GREIGE.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Silver Grey,Matt,60x60,"23.62""x23.62""",A06GLFTC-SIR.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Silver Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LOFT_CONCRETE_SILVER_GREY.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Ivory,Matt,60x60,"23.62""x23.62""",A06GLFTC-IVO.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Ivory color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LOFT_CONCRETE_IVORY.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Light Beige,Matt,60x60,"23.62""x23.62""",A06GLFTC-LBE.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Light Beige color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LOFT_CONCRETE_LIGHT_BEIGE.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Dark Grey,Matt,60x60,"23.62""x23.62""",A06GLFTC-DKG.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Dark Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LAVA_CONCRETE_DARK_GREY.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Warm Grey,Matt,60x60,"23.62""x23.62""",A06GLFTC-WGY.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Warm Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LOFT_CONCRETE_SILVER_GREY.jpeg
Concrete,Loft Concrete,Porcelain Tiles,Greige,Matt,60x60,"23.62""x23.62""",A06GLFTC-GRG.M6X0R,Wall/Floor,Domestic/Light Commercial,,"series Porcelain Tiles in Greige color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light commercial spaces.",3,./extracted_images/LOFT_CONCRETE_GREIGE.jpeg
Concrete,Loft Concrete Decor,Porcelain Tiles,Silver Grey,Matt,80x80,"31.49""x31.49""",A05GLFTC-SIR.MDX0R,Wall/Floor,Domestic/Light and Heavy Commercial,Signature Collection,"series Porcelain Tiles in Silver Grey color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light and heavy commercial spaces.",3,./extracted_images/LOFT_CONCRETE_SILVER_GREY.jpeg
Concrete,Loft Concrete Decor,Porcelain Tiles,Ivory,Matt,80x80,"31.49""x31.49""",A05GLFTC-IVO.MDX0R,Wall/Floor,Domestic/Light and Heavy Commercial,Signature Collection,"series Porcelain Tiles in Ivory color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light and heavy commercial spaces.",3,./extracted_images/LOFT_CONCRETE_IVORY.jpeg
Concrete,Loft Concrete Decor,Porcelain Tiles,Light Beige,Matt,80x80,"31.49""x31.49""",A05GLFTC-LBE.MDX0R,Wall/Floor,Domestic/Light and Heavy Commercial,Signature Collection,"series Porcelain Tiles in Light Beige color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light and heavy commercial spaces.",3,./extracted_images/LOFT_CONCRETE_LIGHT_BEIGE.jpeg
Concrete,Loft Concrete Decor,Porcelain Tiles,Dark Grey,Matt,80x80,"31.49""x31.49""",A05GLFTC-DKG.MDX0R,Wall/Floor,Domestic/Light and Heavy Commercial,Signature Collection,"series Porcelain Tiles in Dark Grey color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light and heavy commercial spaces.",3,./extracted_images/LOFT_CONCRETE_SILVER_GREY.jpeg
Concrete,Loft Concrete Decor,Porcelain Tiles,Warm Grey,Matt,80x80,"31.49""x31.49""",A05GLFTC-WGY.MDX0R,Wall/Floor,Domestic/Light and Heavy Commercial,Signature Collection,"series Porcelain Tiles in Warm Grey color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light and heavy commercial spaces.",3,./extracted_images/LOFT_CONCRETE_SILVER_GREY.jpeg
Concrete,Loft Concrete Decor,Porcelain Tiles,Greige,Matt,80x80,"31.49""x31.49""",A05GLFTC-GRG.MDX0R,Wall/Floor,Domestic/Light and Heavy Commercial,Signature Collection,"series Porcelain Tiles in Greige color with a Matt finish, size 80x80 cm, suitable for wall/floor applications in domestic/light and heavy commercial spaces.",3,./extracted_images/LOFT_CONCRETE_GREIGE.jpeg
Concrete,Loft Concrete Decor,Porcelain Tiles,Silver Grey,Matt,60x120,"23.62""x47.24""",A12GLFTC-SIR.MDX5R,Wall/Floor,Domestic/Light and Heavy Commercial,Signature Collection,"series Porcelain Tiles in Silver Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light and heavy commercial spaces.",3,./extracted_images/LOFT_CONCRETE_SILVER_GREY.jpeg
Concrete,Loft Concrete Decor,Porcelain Tiles,Ivory,Matt,60x120,"23.62""x47.24""",A12GLFTC-IVO.MDX5R,Wall/Floor,Domestic/Light and Heavy Commercial,Signature Collection,"series Porcelain Tiles in Ivory color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light and heavy commercial spaces.",3,./extracted_images/LOFT_CONCRETE_IVORY.jpeg
Concrete,Loft Concrete Decor,Porcelain Tiles,Light Beige,Matt,60x120,"23.62""x47.24""",A12GLFTC-LBE.MDX5R,Wall/Floor,Domestic/Light and Heavy Commercial,Signature Collection,"series Porcelain Tiles in Light Beige color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light and heavy commercial spaces.",3,./extracted_images/LOFT_CONCRETE_LIGHT_BEIGE.jpeg
Concrete,Loft Concrete Decor,Porcelain Tiles,Dark Grey,Matt,60x120,"23.62""x47.24""",A12GLFTC-DKG.MDX5R,Wall/Floor,Domestic/Light and Heavy Commercial,Signature Collection,"series Porcelain Tiles in Dark Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light and heavy commercial spaces.",3,./extracted_images/LOFT_CONCRETE_SILVER_GREY.jpeg
Concrete,Loft Concrete Decor,Porcelain Tiles,Warm Grey,Matt,60x120,"23.62""x47.24""",A12GLFTC-WGY.MDX5R,Wall/Floor,Domestic/Light and Heavy Commercial,Signature Collection,"series Porcelain Tiles in Warm Grey color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light and heavy commercial spaces.",3,./extracted_images/LOFT_CONCRETE_SILVER_GREY.jpeg
Concrete,Loft Concrete Decor,Porcelain Tiles,Greige,Matt,60x120,"23.62""x47.24""",A12GLFTC-GRG.MDX5R,Wall/Floor,Domestic/Light and Heavy Commercial,Signature Collection,"series Porcelain Tiles in Greige color with a Matt finish, size 60x120 cm, suitable for wall/floor applications in domestic/light and heavy commercial spaces.",3,./extracted_images/LOFT_CONCRETE_GREIGE.jpeg
Concrete,Loft Concrete Decor,Porcelain Tiles,Silver Grey,Matt,60x60,"23.62""x23.62""",A06GLFTC-SIR.MDX0R,Wall/Floor,Domestic/Light and Heavy Commercial,Signature Collection,"series Porcelain Tiles in Silver Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial spaces.",3,./extracted_images/LOFT_CONCRETE_SILVER_GREY.jpeg
Concrete,Loft Concrete Decor,Porcelain Tiles,Ivory,Matt,60x60,"23.62""x23.62""",A06GLFTC-IVO.MDX0R,Wall/Floor,Domestic/Light and Heavy Commercial,Signature Collection,"series Porcelain Tiles in Ivory color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial spaces.",3,./extracted_images/LOFT_CONCRETE_IVORY.jpeg
Concrete,Loft Concrete Decor,Porcelain Tiles,Light Beige,Matt,60x60,"23.62""x23.62""",A06GLFTC-LBE.MDX0R,Wall/Floor,Domestic/Light and Heavy Commercial,Signature Collection,"series Porcelain Tiles in Light Beige color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial spaces.",3,./extracted_images/LOFT_CONCRETE_LIGHT_BEIGE.jpeg
Concrete,Loft Concrete Decor,Porcelain Tiles,Dark Grey,Matt,60x60,"23.62""x23.62""",A06GLFTC-DKG.MDX0R,Wall/Floor,Domestic/Light and Heavy Commercial,Signature Collection,"series Porcelain Tiles in Dark Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial spaces.",3,./extracted_images/LOFT_CONCRETE_SILVER_GREY.jpeg
Concrete,Loft Concrete Decor,Porcelain Tiles,Warm Grey,Matt,60x60,"23.62""x23.62""",A06GLFTC-WGY.MDX0R,Wall/Floor,Domestic/Light and Heavy Commercial,Signature Collection,"series Porcelain Tiles in Warm Grey color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial spaces.",3,./extracted_images/LOFT_CONCRETE_SILVER_GREY.jpeg
Concrete,Loft Concrete Decor,Porcelain Tiles,Greige,Matt,60x60,"23.62""x23.62""",A06GLFTC-GRG.MDX0R,Wall/Floor,Domestic/Light and Heavy Commercial,Signature Collection,"series Porcelain Tiles in Greige color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial spaces.",3,./extracted_images/LOFT_CONCRETE_GREIGE.jpeg
Concrete,Lounge,Full Body Porcelain Tiles,Anthracite,Matt,60x60,"23.62""x23.62""",A06GLOUN-056.U0R,Wall/Floor,Domestic/Light and Heavy Commercial/Outdoor,,"series Full Body Porcelain Tiles in Anthracite color with a Matt finish, size 60x60 cm, suitable for wall/floor applications in domestic/light and heavy commercial/outdoor spaces.",4,./extracted_images/LOUNGE_ANTHRACITE.jpeg
